,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,EMPLOYEES_NON_COMMERCIAL,ENROLLMENT_RANGE,CAPACITY_BEDS_RANGE,NUMBER_OF_SCHOOLS_RANGE,OPERATION_TYPE,OWNERSHIP_TYPE,NUMBER_OF_MEALS_PER_DAY_RANGE,AVERAGE_DAILY_CENSUS
339,SOUTHBRIDGE PUBLIC SCHOOL DISTRICT,41 ELM ST,SOUTHBRIDGE,MA,1550,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
340,HARRINGTON MEMORIAL HOSPITAL,100 SOUTH ST,SOUTHBRIDGE,MA,1550,25027,WORCESTER,1122.0,HOSPITALS,501-750,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SELF-OPERATED,UNCODED,>2000,27.3
341,ATLANTIC UNION COLLEGE,PO BOX 1000,SOUTH LANCASTER,MA,1561,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,501 TO 1000,102.0
342,4-H CAMP MARSHALL,92 MCCORMICK RD,SPENCER,MA,1562,25027,WORCESTER,1122.0,"CENTERS FOR CHILDREN, SUMMER CAMPS",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
343,ST JOSEPHS INSTITUTE OF THEOLOGY,167 N SPENCER RD,SPENCER,MA,1562,25027,WORCESTER,1122.0,TECHNICAL AND TRADE SCHOOLS,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,RELIGIOUS,101 TO 250,102.0
344,SPENCER EAST BROOKFIELD REG SCHL DIST,306 MAIN ST,SPENCER,MA,1562,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
345,STERLING SENIOR CENTER,PO BOX 243,STERLING,MA,1564,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
346,STERLING NURSERY SCHOOL,123 ROWLEY HILL RD,STERLING,MA,1564,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
347,STERLING HEALTH CARE CENTER,18 DANA HILL RD,STERLING,MA,1564,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,139.0
348,STURBRIDGE COUNCIL ON AGING-SENIOR CTR,PO BOX 746,STURBRIDGE,MA,1566,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
349,UPTON SENIOR CENTER,PO BOX 610,UPTON,MA,1568,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
350,BLACKSTONE VALLEYVOC REG TECH SCH DIST,65 PLEASANT ST,UPTON,MA,1568,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,UNCODED,1001 TO 2000,NOT APPLICABLE,1,UNCODED,PUBLIC,1001 TO 2000,102.0
351,LYDIA TAFT HOUSE,60 QUAKER HWY,UXBRIDGE,MA,1569,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,48.0
352,UXBRIDGE SENIOR CENTER,36 S MAIN ST,UXBRIDGE,MA,1569,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
353,UXBRIDGE PUBLIC SCHOOL DISTRICT,21 S MAIN ST,UXBRIDGE,MA,1569,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,UNCODED,2001 TO 5000,NOT APPLICABLE,3 TO 5,UNCODED,PUBLIC,>2000,102.0
354,COMMERCE INSURANCE CHILDCARE CENTER,58 BIGELOW RD,WEBSTER,MA,1570,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
355,THE COLONIEL HEALTH GROUP-TCU,340 THOMPSON RD,WEBSTER,MA,1570,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,13.0
356,OAKWOOD REHAB AND NURSING CENTER,11 PONTIAC AVE,WEBSTER,MA,1570,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,76.0
357,WEBSTER MANOR,745 SCHOOL ST,WEBSTER,MA,1570,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,135.0
358,LANESSA EXTENDED CARE,751 SCHOOL ST,WEBSTER,MA,1570,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,95.0
359,WEBSTER SENIOR CENTER,116 SCHOOL ST,WEBSTER,MA,1570,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
360,NICHOLS COLLEGE,PO BOX 5000,DUDLEY,MA,1571,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,SODEXO,PRIVATE,1001 TO 2000,102.0
361,DUDLEY-CHARLTON REGIONAL SCHOOL DISTRICT,68 DUDLEY OXFORD RD,DUDLEY,MA,1571,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
362,CHAUNCY HALL ACADEMY RESIDENTIAL TRTMNT,187 LYMAN ST,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
363,WESTBOROUGH STATE HOSPITAL,PO BOX 288,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,HOSPITALS,251-500,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,UNCODED,>2000,194.7
364,MULBERRY CHILD CARE AND PRESCHOOL,95 E MAIN ST,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,501 TO 1000,102.0
365,BEAUMONT REHABILITATION SKILLED NURSING,1 LYMAN ST,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,147.0
366,WESTBORO SENIOR CENTER,4 ROGERS RD,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
367,NEXT GENERATION CHILDRENS CENTER,4600 COMPUTER DR,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
368,J HARDING ARMSTRONG ELEMENTARY SCHOOL,50 WEST ST,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,251 TO 500,102.0
369,WESTBORO AREA JEWISH COMM PRESCHOOL,45 OAK ST,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
370,SPECTRUM HOUSE PRIMARY CARE-AODA PRGMS,PO BOX 1208,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
371,WHITTIER REHABILITATION HOSPITAL,PO BOX 1250,WESTBOROUGH,MA,1581,25027,WORCESTER,1122.0,HOSPITALS,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,UNCODED,1001 TO 2000,102.0
372,OAKDALE REHABILITATION,76 N MAIN ST,WEST BOYLSTON,MA,1583,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,78.0
373,WEST BOYLSTON COUNCIL ON AGING-SR CTR,120 PRESCOTT ST,WEST BOYLSTON,MA,1583,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
374,WORCESTER CO HOUSE OF CORR-SHERIFFS DEPT,5 PAUL X TIVNAN DR,WEST BOYLSTON,MA,1583,25027,WORCESTER,1122.0,PRISONS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
375,WEST BROOKFIELD SENIOR CENTER,PO BOX 207,WEST BROOKFIELD,MA,1585,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
376,QUABOAG ON THE COMMON,47 E MAIN ST,WEST BROOKFIELD,MA,1585,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,128.0
377,ST CAMILLUS HEALTH CENTER,447 HILL ST,WHITINSVILLE,MA,1588,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,114.0
378,NORTHBRIDGE SENIOR CENTER,20 HIGHLAND ST,WHITINSVILLE,MA,1588,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
379,SUTTON PUBLIC SCHOOLS,383 BOSTON RD,SUTTON,MA,1590,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,1-250,2001 TO 5000,NOT APPLICABLE,3 TO 5,UNCODED,PUBLIC,>2000,102.0
380,SUTTON SENIOR CENTER,19 HOUGH RD,SUTTON,MA,1590,25027,WORCESTER,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
381,WORCESTER PUBLIC INEBRIATE PRGM-AODA SVC,PO BOX 17078,WORCESTER,MA,1601,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
382,GOLDEN LIVING CENTER-WORCHESTER,383 MILL ST,WORCESTER,MA,1602,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,94.0
383,WORCESTER STATE COLLEGE,486 CHANDLER ST,WORCESTER,MA,1602,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,OVER 5000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PUBLIC,>2000,102.0
384,G STANLEY HALL SCHOOL,4 MANN ST,WORCESTER,MA,1602,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,101 TO 250,102.0
385,FAIRLAWN REHABILITATION HOSPITAL,189 MAY ST,WORCESTER,MA,1602,25027,WORCESTER,1122.0,HOSPITALS,1-250,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SODEXO,UNCODED,>2000,73.6
386,JEREMIAHS INN-SUBSTANCE ABUSE TREATMENT,PO BOX 30035,WORCESTER,MA,1603,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
387,HEARD STREET DISCOVERY ACADEMY,200 HEARD ST,WORCESTER,MA,1603,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
388,HOME FOR AGED WOMEN WASHBURN HOUSE,1183 MAIN ST,WORCESTER,MA,1603,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,25.0
389,SEVEN HILLS ADULT DAY HEALTH PROGRAM,81 HOPE AVE,WORCESTER,MA,1603,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,UNCODED,251 TO 500,102.0
390,CANTERBURY STREET ELEMENTARY SCHOOL,129 CANTERBURY ST,WORCESTER,MA,1603,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
391,COMM HEALTHLINK YOUTH-FAMILY SRVS AODA,275 BELMONT ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
392,WORCESTER STATE HOSPITAL,305 BELMONT ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,HOSPITALS,251-500,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,UNCODED,>2000,120.4
393,YOU INC-SUBSTANCE ABUSE TREATMENT PRGMS,81 PLANTATION ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
394,SAINT FRANCIS HOME,101 PLANTATION ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,129.0
395,BLAIRE HOUSE OF WORCESTER,116 HOUGHTON ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,71.0
396,RADIUS HEALTHCARE CENTER AT WORCESTER,119 PROVIDENCE ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,123.0
397,GUILD OF ST AGNES-GRANITE STREET DAYCARE,133 GRANITE ST,WORCESTER,MA,1604,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
398,SPECTRUM HEALTH SYS OTPTNT SVCS-AODA,585 LINCOLN ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
399,AUTUMN VILLAGE,25 ORIOL DR,WORCESTER,MA,1605,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,142.0
400,NOTRE DAME LONG TERM CARE CENTER,559 PLANTATION ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,121.0
401,KEY PROGRAM,104 LINCOLN ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
402,ADCARE HOSPITAL OF WORCESTER,107 LINCOLN ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,HOSPITALS,251-500,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,>2000,99.2
403,UNIV OF MASSACHUSETTS MEM REHABILITATION,15 BELMONT ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
404,H L WILLIS STARTING POINT RSDNTL TRTMNT,25 CATHARINE ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
405,CHRISTOPHER HOUSE OF WORCESTER,10 MARY SCANO DR,WORCESTER,MA,1605,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,153.0
406,WORCESTER TECHNICAL HIGH SCHOOL,1 SKYLINE DR,WORCESTER,MA,1605,25027,WORCESTER,1122.0,SECONDARY SCHOOL,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,501 TO 1000,102.0
407,UMASS MEMORIAL MEDICAL CENTER,119 BELMONT ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,HOSPITALS,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,COMPASS,UNCODED,>2000,102.0
408,WINTER HILL REST HOME,24 CHESTER ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,ASSISTED LIVING,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,102.0
409,LINDA FAY GRIFFIN HOUSE-SBSTNC ABUSE SVC,15 NORTHAMPTON ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
410,GREAT BROOK VALLEY HEALTH CENTER-AODA,19 TACOMA ST,WORCESTER,MA,1605,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
411,SUMMIT ELDERCARE-FALLON ADULT DAY CARE,277 E MOUNTAIN ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
412,CLARK STREET DEVELOPMENTAL LEARNING CTR,280 CLARK ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
413,KNOLLWOOD NURSING CENTER,87 BRIARWOOD CIR,WORCESTER,MA,1606,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,76.0
414,BURNCOAT STREET PREPARATORY SCHOOL,526 BURNCOAT ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,SECONDARY SCHOOL,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,101 TO 250,102.0
415,QUINSIGAMOND COMMUNITY COLLEGE,670 W BOYLSTON ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,2 YEAR COLLEGE & UNIVERSITIES,UNCODED,OVER 5000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,>2000,102.0
416,FAITH HOUSE-SUBSTANCE ABUSE TREATMENT,142 BURNCOAT ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
417,E ORTHODOX HOLY TRINITY NURSING REHB CTR,300 BARBER AVE,WORCESTER,MA,1606,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,105.0
418,ODD FELLOWS HOME OF MA,104 RANDOLPH RD,WORCESTER,MA,1606,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,82.0
419,ABBY KELLEY FOSTER CHARTER PUBLIC SCH,10 NEW BOND ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,1001 TO 2000,102.0
420,THE SALTER SCHOOL,155 ARARAT ST,WORCESTER,MA,1606,25027,WORCESTER,1122.0,2 YEAR COLLEGE & UNIVERSITIES,UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,51 TO 100,102.0
421,VERNON HILL ELEM4ENTARY SCHOOL,211 PROVIDENCE ST,WORCESTER,MA,1607,25027,WORCESTER,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
422,YOUTH OPPORTUNITIES UPHELD RES TRTMNT,129 BLACKSTONE RIVER RD,WORCESTER,MA,1607,25027,WORCESTER,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
423,SAINT VINCENT HOSPITAL,123 SUMMER ST,WORCESTER,MA,1608,25027,WORCESTER,1122.0,HOSPITALS,1000+,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SODEXO,UNCODED,>2000,201.0
424,HENRY L WILLIS COMMUNITY CTR-OTPTNT AODA,44 FRONT ST,WORCESTER,MA,1608,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
425,YWCA CHILDCARE CENTER,1 SALEM SQ,WORCESTER,MA,1608,25027,WORCESTER,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
426,JEWISH HEALTHCARE CENTER,629 SALISBURY ST,WORCESTER,MA,1609,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,138.0
427,ASSUMPTION COLLEGE,500 SALISBURY ST,WORCESTER,MA,1609,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,SODEXO,RELIGIOUS,>2000,102.0
428,WEST SIDE HOUSE,35 FRUIT ST,WORCESTER,MA,1609,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,85.0
429,WORCESTER POLYTECHNIC INSTITUTE,100 INSTITUTE RD,WORCESTER,MA,1609,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PRIVATE,>2000,102.0
430,WORCESTER PUBLIC SCHOOL DISTRICT,20 IRVING ST,WORCESTER,MA,1609,25027,WORCESTER,1122.0,SCHOOL DISTRICTS,1000+,OVER 5000,NOT APPLICABLE,10 AND PLUS,UNCODED,PUBLIC,>2000,102.0
431,FAMILY SERVICES OF CENTRAL MA EAS-AODA,31 HARVARD ST,WORCESTER,MA,1609,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
432,LUTHERAN HOME OF WORCESTER,26 HARVARD ST,WORCESTER,MA,1609,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,92.0
433,CLARK UNIVERSITY,950 MAIN ST,WORCESTER,MA,1610,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,SODEXO,PRIVATE,>2000,102.0
434,COLLEGE OF THE HOLY CROSS,1 COLLEGE ST,WORCESTER,MA,1610,25027,WORCESTER,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,SELF-OPERATED,RELIGIOUS,>2000,102.0
435,ST MARY HEALTH CARE,39 QUEEN ST,WORCESTER,MA,1610,25027,WORCESTER,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,119.0
436,FAMILY HEALTH SOCIAL SERVICES CENTER,26 QUEEN ST,WORCESTER,MA,1610,25027,WORCESTER,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
