,NAME,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company
339,VIETNAMESE CUISINE,EVANSVILLE,IN,47715,18163.0,VANDERBURGH,2440.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,VIETNAMESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,95392.3505274159,89570.643855865,5821.70667155088,14306.6515557961,18477.5907401397,13283.1757137276,35403.4600423047,0.4004448538547004
340,PAPA BOB'S BAR B QUE,SHAWNEE,KS,66226,20091.0,JOHNSON,3760.0,LSR - QUICK CASUAL,BBQ,BARBECUE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,110249.3952,99126.7648526102,11122.6303473898,17819.7485142308,16901.690136351,18773.1168297214,36428.085635102,0.9884330888884856
341,TACO BELL,DENHAM SPRINGS,LA,70726,22063.0,LIVINGSTON,760.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,446521.4019,365503.966414955,81017.4354850446,78169.7224627232,42715.6953348214,93025.2920625,83865.1485073661,0.13556151494280044
342,CAPTAIN LA FISH & CHICKEN,BOSSIER CITY,LA,71111,22015.0,BOSSIER,7680.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,185229.282429921,173486.20007622,11743.0823537008,24070.074879685,32352.9488050394,30839.1076176378,74372.8549067716,0.30830496771645566
343,BECCA'S STEAK & SEAFOOD,SHREVEPORT,LA,71129,22017.0,CADDO,7680.0,FSR - FINE DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$50 TO $75,NOT APPLICABLE,269424.786918604,252893.458470373,16531.3284482309,29345.5534583981,52854.602395626,37953.5824728616,116436.634888822,0.4674286076641988
344,TOMACCHIOS PIZZA & SUBS,HAVERHILL,MA,1832,25009.0,ESSEX,1122.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,158800.164534585,147118.972089785,11681.1924448007,21558.7952913422,26362.7488941823,21912.7708199725,61035.4947224004,0.4293161855324681
345,JIMBOS FAMOUS ROAST BEEF & SEAFOOD,TEWKSBURY,MA,1876,25017.0,MIDDLESEX,1122.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,158324.720314669,149405.576080618,8919.1442340512,14865.2403900853,27371.8626382771,21187.9226360016,77061.4061822024,0.703565887351325
346,TELLO ITALIAN BISTRO,SOUTH HAVEN,MI,49090,26159.0,VAN BUREN,3720.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,267824.310065019,246760.559027655,21063.7510373639,35127.6579799941,54393.2839288026,51985.0806852015,82777.9728267137,0.8360245491652667
347,CORNER CAFE,MICHIGAN CENTER,MI,49254,26075.0,JACKSON,3520.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,111416.378735473,103295.091599341,8121.28713613187,15045.2774204835,16208.6885123077,24454.2234349451,40956.5885335385,0.9219061608551645
348,GORDONVILLE GRILL,CAPE GIRARDEAU,MO,63701,29031.0,CAPE GIRARDEAU,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,255968.215345692,238008.312103394,17959.9032422977,33164.054135248,41589.6877550914,51947.5155509138,90179.619983812,0.6613580071070463
349,SUBWAY,CABOOL,MO,65689,29215.0,TEXAS,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,156489.8373,133939.470670106,22550.3666298938,25126.4846720506,23558.412820303,34310.9055180007,32985.5114528331,0.24213410699809013
350,BOP'S FROZEN CUSTARD,RICHLAND,MS,39218,28121.0,RANKIN,3560.0,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS",FROZEN DESSERT,ICE CREAM / DAIRY,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,170613.0258,139732.0681302,30880.9576698,23885.823612,22009.0803282,63126.819546,0.0,0.14975044656876324
351,STARBUCKS,WINSTON SALEM,NC,27105,37067.0,FORSYTH,3120.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,184421.6808,128910.7548792,55510.9259208,49793.853816,23790.3968232,22130.601696,0.0,0.7837802013699258
352,AMERICA'S ROADHOUSE EXPRESS,ASHEBORO,NC,27203,37151.0,RANDOLPH,3120.0,LSR - QUICK CASUAL,AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,179041.4406,155673.974866834,23367.4657331657,21648.6679034057,30529.1233571657,25925.20059888,62060.8787816914,0.7025647113725899
353,SONIC DRIVE-IN,ZEBULON,NC,27597,37101.0,JOHNSTON,6640.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",UNDER $5,NOT APPLICABLE,406242.9855,340218.347182519,66024.6383174807,63703.9128933162,34810.8813624679,75810.3638560411,110698.602732648,0.2073701217770728
354,C J'S BAR GRILL,PORT HURON,MI,48060,26147.0,SAINT CLAIR,2162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,78346.565172846,72849.4110516971,5497.15412114883,10150.829567624,12729.7413775457,15900.0577754569,27602.112491906,0.7956124695442511
355,SWEET DELI,BRONX,NY,10458,36005.0,BRONX,5602.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,86270.6133,75836.1154776399,10434.4978223601,11859.0336120215,12140.3113794068,15842.2897372528,27601.5151092343,0.7049052654941342
356,LAS PALOMAS RESTAURANT,BRONX,NY,10468,36005.0,BRONX,5602.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,134676.200017556,126457.036449341,8219.16356821492,20198.3225683921,26086.9104556387,18753.3656461917,49983.0797711671,0.9052098706023664
357,THE ORIGINAL EMILIOS PIZZA II,DOBBS FERRY,NY,10522,36119.0,WESTCHESTER,5602.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,89001.9623364301,81886.5489584343,7115.41337799574,14400.2413602295,11859.0222966596,15476.0240971407,26259.2636568891,0.8082024222453655
358,LA VERA CUCINA,SUFFERN,NY,10901,36087.0,ROCKLAND,5602.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,101956.943552221,93938.2701353339,8018.67341688732,13372.6047531627,20706.7572686084,19789.9882041777,31512.4086413651,0.8504581215661218
359,LA CAVROSA DELI,WEST HEMPSTEAD,NY,11552,36059.0,NASSAU,5602.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,41641.3548,36604.8005278082,5036.55427219184,5724.15342065629,5859.92140538494,7646.80326891039,13322.7809530501,0.43658405496748187
360,SCOOTER'S COFFEEHOUSE,LE ROY,NY,14482,36037.0,GENESEE,6840.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,101-250 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,118603.0272,82903.5160128,35699.5111872,32022.817344,15299.7905088,14232.363264,0.0,0.2805957255534668
361,MAIN STREET CAFE,RUSHFORD,NY,14777,36003.0,ALLEGANY,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,39624.7936440202,35948.1295620438,3676.66408197642,5601.27163391353,5999.46629983156,7450.66463784391,13246.6092195396,0.5710156317992039
362,ZEPPE'S PIZZERIA,WILLOUGHBY,OH,44094,39085.0,LAKE,1692.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,10-50 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,179737.1694,147125.418957207,32611.7504427934,31465.4674746811,17194.2445216837,37445.243625,33758.0334109056,0.6841316048214997
363,JIMMY JOHN'S GOURMET SANDWICH SHOP,KENT,OH,44240,39133.0,PORTAGE,1692.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,257272.938,229343.685762744,27929.2522372561,30519.7915752045,36105.6420226558,49598.0344078037,91424.4508017621,0.0035830663750183733
364,CAFFE BACI,CHICAGO,IL,60606,17031.0,COOK,1602.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,208294.220230554,191641.784236106,16652.435994448,33701.3585601925,27754.0599907467,36219.0482879245,61455.4185509392,0.5991281599488434
365,THONG THAI RESTAURANT,PORTLAND,OR,97223,41067.0,WASHINGTON,6442.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,81932.3451615036,76932.0901326117,5000.25502889195,12287.9613186381,15870.3746569179,11408.8994704586,30407.9781246605,0.8013329325244798
366,DOMINO'S PIZZA,PITTSBURGH,PA,15205,42003.0,ALLEGHENY,6280.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,189602.1999,155200.525237022,34401.6746629783,33192.4769595344,18137.9655516582,39500.4583125,35610.8723664222,0.962919124130526
367,FOOTHILLS DELI AND CATERING,GREENVILLE,SC,29609,45045.0,GREENVILLE,3160.0,"EVENT CATERING, PARTY SERVICE",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
368,SUBWAY,NASHVILLE,TN,37211,47037.0,DAVIDSON,5360.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,140672.5785,120401.497165394,20271.0813346058,22586.8174473339,21177.2389439342,30842.9201101038,29651.4906608016,0.5357550533287008
369,MCALISTER'S DELI,CHATTANOOGA,TN,37405,47065.0,HAMILTON,1560.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,251-500 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,105684.6294,94211.6284110132,11473.0009889868,12537.1633995595,14831.7635973568,20374.2761524229,37556.0650731278,0.873983213442958
370,SOUVALY THAI CUISINE,PEARL CITY,HI,96782,15003.0,HONOLULU,3320.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,141055.730561976,132447.230161966,8608.50040000984,21155.1049527652,27322.6317043791,19641.7012907597,52350.7481792659,0.3919676469851163
371,QDOBA MEXICAN GRILL,KNOXVILLE,TN,37919,47093.0,KNOX,3840.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,299338.4268,269139.343494139,30199.083305861,48382.4466931995,45889.8239441443,50970.9395479876,98905.9924144337,0.7476264518392267
372,STARBUCKS,CARROLLTON,TX,75006,48113.0,DALLAS,1922.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,185619.546,129748.062654,55871.483346,50117.27742,23944.921434,22274.34552,0.0,0.7457549025063409
373,PARK PLACE DELI,IRVING,TX,75038,48113.0,DALLAS,1922.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,32169.8628,28278.8928567943,3890.96994320572,4422.17192675642,4527.05894261674,5907.50740942364,10292.4613628103,0.22682418744367028
374,PAPA JOHN'S,FORT WORTH,TX,76134,48439.0,TARRANT,1922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,228880.9953,187352.523895121,41528.4714048788,40068.7711797513,21895.5033769133,47683.5406875,42988.1716300064,0.5847970716967358
375,LENNY'S SUB SHOP,HUMBLE,TX,77338,48201.0,HARRIS,3362.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,101-250 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,112343.4522,96154.63074496,16188.82145504,18038.2066874866,16912.4939373017,24631.6670814267,23680.1717806752,0.7545087701796113
376,LOS ANGELES TORTILLERIA & RESTAURANT,SAN ANTONIO,TX,78207,48029.0,BEXAR,7240.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,160155.396631411,150381.261327071,9774.1353043397,24019.6141694548,31022.2555311651,22301.2879250246,59439.3067562586,0.5375702431418964
377,FISH CITY GRILL,GEORGETOWN,TX,78628,48491.0,WILLIAMSON,640.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",SEAFOOD & FISH,10-50 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$10 TO $15,NOT APPLICABLE,465171.094076279,435680.387236417,29490.7068398622,60447.8024176181,81248.7982181102,77447.0496383858,186774.476652461,0.16562951768592937
378,TAQUERIA HUENTITAN JALISCO,AUSTIN,TX,78723,48453.0,TRAVIS,640.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,142364.140937296,133675.789465696,8688.35147160008,21351.3363196221,27576.072062035,19823.8945675261,52836.3453386341,0.47449016426242896
379,WINGS TO GO,AUSTIN,TX,78749,48453.0,TRAVIS,640.0,LSR - QUICK CASUAL,CHICKEN,CHICKEN WINGS,51-100 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,227219.8788,204296.553779609,22923.3250203907,36725.8350062133,34833.7510362763,38690.6914365325,75076.9216276289,0.28998398217516663
380,JESSE'S BURRITOS,BORGER,TX,79007,48233.0,HUTCHINSON,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,38270.8719,31326.9541349809,6943.91776501913,6699.84332688138,3661.11657206633,7973.0983125,7187.99220315689,0.30042298267987655
381,TEXAS CHICKEN BOWL 2,AMARILLO,TX,79109,48375.0,POTTER,320.0,LSR - QUICK CASUAL,CHICKEN,FRIED CHICKEN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,64368.4104,57874.533189794,6493.87721020604,10403.947191801,9867.94462841892,10960.5652383901,21268.3068418918,0.6603274718074965
382,BORN RESTAURANT,VIENNA,VA,22180,51059.0,FAIRFAX,8872.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,130065.935793899,122128.132375005,7937.80341889392,19506.8893091911,25193.8978077937,18111.3964586105,48272.0483905137,0.008689145512332574
383,757 RESTAURANT,VIRGINIA BEACH,VA,23456,51810.0,VIRGINIA BEACH CITY,5720.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,133409.938769142,121731.983542329,11677.9552268131,16370.536711933,21506.391366657,27788.6421496677,47491.3702744871,0.29497726906915644
384,MOJO EXPRESSO AND MORE,AUBURN,WA,98092,53033.0,KING,7602.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,29076.1086,20324.1999114,8751.9086886,7850.549322,3750.8180094,3489.133032,0.0,0.3281172914924212
385,SUSHI MAKI,SEATTLE,WA,98122,53033.0,KING,7602.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,SUSHI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,50214.8297201732,47150.2652390966,3064.56448107656,7531.06583251328,9726.66117906908,6992.30496911041,18636.4913716886,0.9451966593577015
386,JAMBA JUICE,BURLINGTON,WA,98233,53057.0,SKAGIT,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - SMOOTHIE, JUICE",BEVERAGES,SMOOTHIE / JUICE,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,140817.0582,98431.1236818,42385.9345182,38020.605714,18165.4005078,16898.046984,0.0,0.7981726438605482
387,RESTAURANT LA PRESA MEXICANA II,AIRWAY HEIGHTS,WA,99001,53063.0,SPOKANE,7840.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,87182.1819703602,81861.5342705078,5320.64769985239,13075.3157085219,16887.2731343141,12139.9277386046,32356.3774110116,0.44138592038245283
388,SAMBA BRAZILIAN STEAK HOUSE,MADISON,WI,53703,55025.0,DANE,4720.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,122350.779517594,115458.209314425,6892.57020316944,11487.6170052824,21152.5321123933,16373.6834381959,59551.806555384,0.7770410125925903
389,KIMONO JAPANESE SEAFOOD & STEAK HOUSE,PRINCETON,WV,24740,54055.0,MERCER,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",FSR - UPSCALE CASUAL DINING RESTAURANTS,OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,170752.064208355,157322.816621653,13429.247586702,22395.726920506,34678.5753229773,33143.2192726684,52775.3053026184,0.07090199757867444
390,QDOBA MEXICAN GRILL,PEABODY,MA,1960,25009.0,ESSEX,1122.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,320319.045,288003.309169425,32315.7358305754,51773.5704206256,49106.2398441337,54543.4906346749,105838.309413366,0.43388585572384264
391,ARBY'S,ROXBORO,NC,27573,37145.0,PERSON,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,291283.9137,249309.564690147,41974.3490098533,46769.4319265418,43850.6858033401,63864.9449338662,61397.9095202076,0.813483266524406
392,CHOCOLATE CAFE,FAIRFIELD,IA,52556,19101.0,JEFFERSON,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,77333.1313955504,70563.8242935568,6769.30710199364,9489.43443224502,12466.5119011846,16108.1155908697,27529.1062380815,0.03268979943340089
393,FOUR C'S RESTAURANT INC,CULPEPER,VA,22701,51047.0,CULPEPER,8872.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.9629705041576176
394,GARLIC JIM'S FAMOUS GOURMET PIZZA,VALENCIA,CA,91354,6037.0,LOS ANGELES,4472.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,10-50 UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,156962.4156,128482.946698087,28479.4689019133,27478.4330881378,15015.5372066327,32700.50325,29480.5047156888,0.15521447679069267
